"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"G1103","3","definition","1","Le directeur d''espace naturel protégé orchestre la gestion, la préservation et la valorisation des espaces naturels pour le bien-être de la communauté et la biodiversité."
"G1103","3","definition","2","Définit la stratégie et les programmes d''actions de l''espace naturel"
"G1103","3","definition","3","Coordonne les programmes d''action de l''espace naturel (conservation, gestion, préservation, valorisation et projets éducatifs)"
"G1103","3","definition","4","Supervise la mise en œuvre des politiques environnementales"
"G1103","3","definition","5","Gère le fonctionnement de l''établissement (gestion financière, comptable et Ressources Humaine) et encadre les équipes"
"G1103","3","definition","6","Assure la liaison avec les autorités locales, les associations et les partenaires financiers et techniques"
"G1103","3","definition","7","Promeut le site à travers des événements, des publications et des partenariats"
"G1103","3","definition","8","Veille au respect des réglementations environnementales et à la sécurité des visiteurs"
"G1103","3","definition","9","Accompagne et coordonne les instances de gouvernance de l''espace naturel"
"G1103","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 5 dans le domaine de l''environnement."
"G1104","3","definition","1","Le consultant en tourisme conseille les clients sur les destinations, les itinéraires et les services pour optimiser leurs voyages."
"G1104","3","definition","2","Analyse les tendances du marché et les comportements des consommateurs"
"G1104","3","definition","3","Élabore des stratégies de développement touristique adaptées aux besoins spécifiques des destinations ou des entreprises"
"G1104","3","definition","4","Propose des solutions innovantes pour améliorer l''expérience touristique et augmenter la satisfaction des visiteurs"
"G1104","3","definition","5","Collabore avec les acteurs locaux pour promouvoir les attraits et les activités touristiques"
"G1104","3","definition","6","Organise et participe à des événements et des salons pour représenter et promouvoir les destinations"
"G1104","3","definition","7","Réalise des études de faisabilité et des analyses de rentabilité pour de nouveaux projets touristiques"
"G1104","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en tourisme et management du tourisme."
"G1105","3","definition","1","Le directeur d''office du tourisme joue un rôle clé pour dynamiser et promouvoir le patrimoine local."
"G1105","3","definition","2","Définit et met en œuvre la stratégie de développement touristique de la région"
"G1105","3","definition","3","Coordonne les activités de promotion et de communication pour attirer les visiteurs"
"G1105","3","definition","4","Gère les relations avec les partenaires locaux et les prestataires de services touristiques"
"G1105","3","definition","5","Supervise l''organisation d''événements et d''animations destinées à valoriser le territoire"
"G1105","3","definition","6","Analyse les retombées économiques du tourisme sur la zone et ajuste les actions en conséquence"
"G1105","3","definition","7","Assure la gestion administrative et financière de l''office du tourisme"
"G1105","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en tourisme et management du tourisme."
"G1106","3","definition","1","Avec pour mission de sensibiliser un large public au patrimoine, ce professionnel valorise et promeut les richesses culturelles et historiques locales."
"G1106","3","definition","2","Conçoit et met en œuvre des projets de valorisation du patrimoine culturel et historique"
"G1106","3","definition","3","Organise des visites guidées, des ateliers pédagogiques et des événements culturels"
"G1106","3","definition","4","Collabore avec des institutions culturelles, des collectivités et des associations pour la préservation du patrimoine"
"G1106","3","definition","5","Réalise des supports de communication et de médiation culturelle pour sensibiliser le public"
"G1106","3","definition","6","Participe à la recherche et à la documentation sur le patrimoine local"
"G1106","3","definition","7","Peut superviser une équipe de guides ou de médiateurs culturels"
"G1106","4","acces_metier","1","Cet emploi est accessible avec une qualification de niveau Bac+3 à Bac+5."
"G1107","3","definition","1","L''Hôte ou Hôtesse d''accueil et d''animation de croisière crée une atmosphère accueillante et divertissante pour les passagers."
"G1107","3","definition","2","Accueille et oriente les passagers à bord du navire"
"G1107","3","definition","3","Anime des activités de divertissement et des événements à bord"
"G1107","3","definition","4","Assure la liaison entre les passagers et l''équipage pour répondre aux demandes spécifiques"
"G1107","3","definition","5","Veille au respect des normes de sécurité et de confort des passagers"
"G1107","3","definition","6","Peut participer à la gestion des réservations et des embarquements"
"G1107","3","definition","7","Contribue à la promotion des services et excursions proposés durant la croisière"
"G1107","4","acces_metier","1","Cet emploi est accessible avec un Bac Professionnel Accueil - Relation clients et usagers ou un BTS Tourisme ou Hôtellerie-Restauration."
"G1108","3","definition","1","Le directeur de pays d''accueil touristique met en œuvre la politique de développement de l''économie touristique locale (patrimoine naturel, culturel et architectural)."
"G1108","3","definition","2","Développe et met en œuvre des stratégies pour promouvoir la destination touristique"
"G1108","3","definition","3","Collabore avec les acteurs locaux pour améliorer l''offre touristique"
"G1108","3","definition","4","Assure la gestion et le développement des infrastructures d''accueil"
"G1108","3","definition","5","Analyse les tendances du marché pour adapter les offres"
"G1108","3","definition","6","Supervise les campagnes de marketing et de communication"
"G1108","3","definition","7","Veille à la satisfaction des visiteurs et à la qualité des services proposés"
"G1108","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en tourisme et management du tourisme."
"G1201","3","definition","1","En tant que professionnel du tourisme, le guide accompagnateur contribue à l''enrichissement de l''expérience de voyage et à la qualité de séjour."
"G1201","3","definition","2","Organise et coordonne des excursions et des visites guidées pour des groupes de touristes"
"G1201","3","definition","3","Fournit des informations culturelles, historiques et pratiques aux voyageurs"
"G1201","3","definition","4","Assure la liaison entre les touristes et les différents prestataires de services locaux"
"G1201","3","definition","5","Veille à la sécurité et au bien-être des participants tout au long du voyage"
"G1201","3","definition","6","Adapte les itinéraires en fonction des intérêts et des besoins spécifiques des groupes"
"G1201","3","definition","7","Gère les imprévus et assure une expérience de qualité, même en cas de changements de dernière minute"
"G1201","4","acces_metier","1","Aucune formation spécifique n''est exigée pour exercer ce métier, toutefois une qualification de niveau Bac à Bac+2 en tourisme est recommandée."
"G1202","3","definition","1","L''animateur d''atelier artistique ou ludique conçoit, organise et anime des activités qui éveillent et développent la créativité des participants, en accord avec la spécificité de la structure et de son projet."
"G1202","3","definition","2","Conçoit et prépare des activités artistiques ou ludiques adaptées au public"
"G1202","3","definition","3","Anime des sessions interactives pour stimuler la participation et l''engagement"
"G1202","3","definition","4","Encourage l''expression personnelle et collective à travers divers médiums artistiques"
"G1202","3","definition","5","Assure la sécurité et le bien-être des participants durant les ateliers"
