entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
SKL_2bc91d00f4a3,ESCO,SKL_15b46ae25d94,ROME,skos:relatedMatch,0.5707,embed:0.57,auto,,perform ICT security testing <> Concevoir des scénarios de test d'intrusion adaptés
SKL_f928f432f512,ESCO,SKL_15b46ae25d94,ROME,skos:relatedMatch,0.5526,embed:0.55,auto,,develop contingency plans for emergencies <> Concevoir des scénarios de test d'intrusion adaptés
SKL_671240690479,ESCO,SKL_15b46ae25d94,ROME,skos:relatedMatch,0.5482,embed:0.55,auto,,plan software testing <> Concevoir des scénarios de test d'intrusion adaptés
SKL_80db029523ac,ESCO,SKL_15b46ae25d94,ROME,skos:relatedMatch,0.5443,embed:0.54,auto,,implement cryptographic constructs <> Concevoir des scénarios de test d'intrusion adaptés
SKL_ee96f245acea,ESCO,SKL_2d864e368561,ROME,skos:relatedMatch,0.5978,embed:0.60,auto,,perform safety data analysis <> Evaluer l'efficacité des mesures de sécurité en place
SKL_2bc91d00f4a3,ESCO,SKL_2d864e368561,ROME,skos:relatedMatch,0.5904,embed:0.59,auto,,perform ICT security testing <> Evaluer l'efficacité des mesures de sécurité en place
SKL_a8cf2d536f2f,ESCO,SKL_2d864e368561,ROME,skos:relatedMatch,0.5889,embed:0.59,auto,,advise on safety improvements <> Evaluer l'efficacité des mesures de sécurité en place
SKL_1d913cbdf27e,ESCO,SKL_2d864e368561,ROME,skos:relatedMatch,0.5734,embed:0.57,auto,,perform risk analysis <> Evaluer l'efficacité des mesures de sécurité en place
SKL_aa64964a668e,ESCO,SKL_2d864e368561,ROME,skos:relatedMatch,0.5718,embed:0.57,auto,,demonstrate awareness of health risks <> Evaluer l'efficacité des mesures de sécurité en place
SKL_c0af7cdae97f,ESCO,SKL_f4e2714b370b,ROME,skos:relatedMatch,0.6222,embed:0.62,auto,,implement cloud security and compliance <> Collaborer avec des équipes de développement pour intégrer la sécurité
SKL_b6cffaebb42f,ESCO,SKL_f4e2714b370b,ROME,skos:relatedMatch,0.6076,embed:0.61,auto,,develop code exploits <> Collaborer avec des équipes de développement pour intégrer la sécurité
SKL_332bba6c3d78,ESCO,SKL_f4e2714b370b,ROME,skos:relatedMatch,0.5949,embed:0.59,auto,,collaborate with engineers <> Collaborer avec des équipes de développement pour intégrer la sécurité
SKL_5c25f3273be8,ESCO,SKL_f4e2714b370b,ROME,skos:relatedMatch,0.5926,embed:0.59,auto,,develop design ideas cooperatively <> Collaborer avec des équipes de développement pour intégrer la sécurité
SKL_739c039c3749,ESCO,SKL_f4e2714b370b,ROME,skos:relatedMatch,0.5899,embed:0.59,auto,,manage software releases <> Collaborer avec des équipes de développement pour intégrer la sécurité
SKL_523392841f59,ESCO,SKL_675ceeaac468,ROME,skos:relatedMatch,0.6357,embed:0.64,auto,,inform on workplace safety standards <> Communiquer clairement les risques de sécurité aux parties prenantes
SKL_b2f1351a4ca2,ESCO,SKL_675ceeaac468,ROME,skos:relatedMatch,0.6313,embed:0.63,auto,,develop ICT safety information <> Communiquer clairement les risques de sécurité aux parties prenantes
SKL_b5cbafabb60c,ESCO,SKL_675ceeaac468,ROME,skos:relatedMatch,0.6039,embed:0.60,auto,,establish an ICT security prevention plan <> Communiquer clairement les risques de sécurité aux parties prenantes
SKL_b746f67748e4,ESCO,SKL_675ceeaac468,ROME,skos:relatedMatch,0.5902,embed:0.59,auto,,advice on security risk management <> Communiquer clairement les risques de sécurité aux parties prenantes
SKL_8e2350e55802,ESCO,SKL_675ceeaac468,ROME,skos:relatedMatch,0.5755,embed:0.58,auto,,identify ICT security risks <> Communiquer clairement les risques de sécurité aux parties prenantes
SKL_65a88136df69,ESCO,SKL_2d5c471331e4,ROME,skos:relatedMatch,0.6099,embed:0.61,auto,,identify ICT system weaknesses <> Développer ses compétences en cybersécurité
SKL_16afd0438ee4,ESCO,SKL_2d5c471331e4,ROME,skos:relatedMatch,0.5989,embed:0.60,auto,,manage system security <> Développer ses compétences en cybersécurité
SKL_f4b88117fcbb,ESCO,SKL_2d5c471331e4,ROME,skos:relatedMatch,0.5973,embed:0.60,auto,,conduct threat intelligence <> Développer ses compétences en cybersécurité
SKL_5b3a519408f1,ESCO,SKL_d1dd92de3572,ROME,skos:relatedMatch,0.6182,embed:0.62,auto,,maintain ICT identity management <> Gestion des accès sécurisés
SKL_b89955b20777,ESCO,SKL_d1dd92de3572,ROME,skos:relatedMatch,0.6097,embed:0.61,auto,,manage keys for data protection <> Gestion des accès sécurisés
SKL_399bdfdc15b7,ESCO,SKL_d1dd92de3572,ROME,skos:relatedMatch,0.5966,embed:0.60,auto,,manage information access aids <> Gestion des accès sécurisés
SKL_b9a5a3d980ee,ESCO,SKL_d1dd92de3572,ROME,skos:relatedMatch,0.588,embed:0.59,auto,,establish an Information Security Management System <> Gestion des accès sécurisés
SKL_851ecd42bd1c,ESCO,SKL_d1dd92de3572,ROME,skos:relatedMatch,0.5849,embed:0.58,auto,,manage alarm system <> Gestion des accès sécurisés
SKL_197598d2730e,ESCO,SKL_c5cd3abe5a09,ROME,skos:relatedMatch,0.612,embed:0.61,auto,,present reports <> Techniques de reporting
SKL_43bb22c2490d,ESCO,SKL_c5cd3abe5a09,ROME,skos:relatedMatch,0.5838,embed:0.58,auto,,incidents and accidents recording <> Techniques de reporting
SKL_d453c9ea1d9c,ESCO,SKL_c5cd3abe5a09,ROME,skos:relatedMatch,0.5763,embed:0.58,auto,,report analysis results <> Techniques de reporting
SKL_0f00ad51113a,ESCO,SKL_c5cd3abe5a09,ROME,skos:relatedMatch,0.5761,embed:0.58,auto,,develop reporting software <> Techniques de reporting
SKL_b6cffaebb42f,ESCO,SKL_361d64fa3ac2,ROME,skos:relatedMatch,0.5707,embed:0.57,auto,,develop code exploits <> Expert en sécurité des développements informatiques
SKL_b2f1351a4ca2,ESCO,SKL_361d64fa3ac2,ROME,skos:relatedMatch,0.537,embed:0.54,auto,,develop ICT safety information <> Expert en sécurité des développements informatiques
SKL_8e2350e55802,ESCO,SKL_361d64fa3ac2,ROME,skos:relatedMatch,0.5334,embed:0.53,auto,,identify ICT security risks <> Expert en sécurité des développements informatiques
SKL_5dcc8e458213,ESCO,SKL_361d64fa3ac2,ROME,skos:relatedMatch,0.5295,embed:0.53,auto,,lead disaster recovery exercises <> Expert en sécurité des développements informatiques
SKL_c0d9b25a3929,ESCO,SKL_361d64fa3ac2,ROME,skos:relatedMatch,0.528,embed:0.53,auto,,security engineering <> Expert en sécurité des développements informatiques
SKL_d98dfddbd8e1,ESCO,SKL_ad862a13945d,ROME,skos:relatedMatch,0.5696,embed:0.57,auto,,gather data for forensic purposes <> Analyse forensique numérique
SKL_d1ef15b0a358,ESCO,SKL_ad862a13945d,ROME,skos:relatedMatch,0.533,embed:0.53,auto,,perform forensic preservations of digital devices <> Analyse forensique numérique
SKL_06308bef515a,ESCO,SKL_ad862a13945d,ROME,skos:relatedMatch,0.5051,embed:0.51,auto,,Maltego <> Analyse forensique numérique
SKL_b5cbafabb60c,ESCO,SKL_27ca92e980dc,ROME,skos:relatedMatch,0.6121,embed:0.61,auto,,establish an ICT security prevention plan <> Conseil en sécurité informatique
SKL_e0406f8bed59,ESCO,SKL_27ca92e980dc,ROME,skos:relatedMatch,0.6046,embed:0.60,auto,,provide ICT consulting advice <> Conseil en sécurité informatique
SKL_b746f67748e4,ESCO,SKL_27ca92e980dc,ROME,skos:relatedMatch,0.5982,embed:0.60,auto,,advice on security risk management <> Conseil en sécurité informatique
SKL_54a4b95de040,ESCO,SKL_27ca92e980dc,ROME,skos:relatedMatch,0.5934,embed:0.59,auto,,advise on strengthening security <> Conseil en sécurité informatique
SKL_8e2350e55802,ESCO,SKL_27ca92e980dc,ROME,skos:relatedMatch,0.5852,embed:0.59,auto,,identify ICT security risks <> Conseil en sécurité informatique
SKL_09ae9c4724e9,ESCO,SKL_7cf3b851fcd3,ROME,skos:relatedMatch,0.6122,embed:0.61,auto,,analyse network configuration and performance <> Evaluation de la sécurité des réseaux
SKL_2bc91d00f4a3,ESCO,SKL_7cf3b851fcd3,ROME,skos:relatedMatch,0.6077,embed:0.61,auto,,perform ICT security testing <> Evaluation de la sécurité des réseaux
SKL_65a88136df69,ESCO,SKL_7cf3b851fcd3,ROME,skos:relatedMatch,0.5993,embed:0.60,auto,,identify ICT system weaknesses <> Evaluation de la sécurité des réseaux
SKL_ab0615922027,ESCO,SKL_7cf3b851fcd3,ROME,skos:relatedMatch,0.5914,embed:0.59,auto,,ICT network security risks <> Evaluation de la sécurité des réseaux
SKL_8e2350e55802,ESCO,SKL_7cf3b851fcd3,ROME,skos:relatedMatch,0.5739,embed:0.57,auto,,identify ICT security risks <> Evaluation de la sécurité des réseaux
SKL_f00286039422,ESCO,SKL_e5209ed3efd5,ROME,skos:relatedMatch,0.6165,embed:0.62,auto,,install monitors for process control <> Surveillance de la sécurité des systèmes
SKL_183d0216b1ec,ESCO,SKL_e5209ed3efd5,ROME,skos:relatedMatch,0.6102,embed:0.61,auto,,oversee aircraft sensor and recording systems <> Surveillance de la sécurité des systèmes
SKL_6f9b5f4d1cdd,ESCO,SKL_e5209ed3efd5,ROME,skos:relatedMatch,0.6029,embed:0.60,auto,,manage technical security systems <> Surveillance de la sécurité des systèmes
SKL_851ecd42bd1c,ESCO,SKL_e5209ed3efd5,ROME,skos:relatedMatch,0.5982,embed:0.60,auto,,manage alarm system <> Surveillance de la sécurité des systèmes
SKL_4adb0a2106db,ESCO,SKL_e5209ed3efd5,ROME,skos:relatedMatch,0.5979,embed:0.60,auto,,manage system testing <> Surveillance de la sécurité des systèmes
SKL_c0d9b25a3929,ESCO,SKL_a0ade2ca83f2,ROME,skos:relatedMatch,0.5493,embed:0.55,auto,,"security engineering <> Expert de la sécurité des données, des réseaux et des systèmes"
SKL_b89955b20777,ESCO,SKL_a0ade2ca83f2,ROME,skos:relatedMatch,0.5453,embed:0.55,auto,,"manage keys for data protection <> Expert de la sécurité des données, des réseaux et des systèmes"
SKL_b1c2a4bc445a,ESCO,SKL_a0ade2ca83f2,ROME,skos:relatedMatch,0.5433,embed:0.54,auto,,"perform backups <> Expert de la sécurité des données, des réseaux et des systèmes"
SKL_79d7ba26c340,ESCO,SKL_a0ade2ca83f2,ROME,skos:relatedMatch,0.5393,embed:0.54,auto,,"protect ICT devices <> Expert de la sécurité des données, des réseaux et des systèmes"
SKL_bbc55bdf9279,ESCO,SKL_a0ade2ca83f2,ROME,skos:relatedMatch,0.5374,embed:0.54,auto,,"cyber security <> Expert de la sécurité des données, des réseaux et des systèmes"
SKL_79d7ba26c340,ESCO,SKL_d79aef906014,ROME,skos:relatedMatch,0.5573,embed:0.56,auto,,protect ICT devices <> Expert en cybersécurité et sécurité informatique
SKL_7b530497dcc8,ESCO,SKL_d79aef906014,ROME,skos:relatedMatch,0.5525,embed:0.55,auto,,set up cybersecurity training programmes <> Expert en cybersécurité et sécurité informatique
SKL_bbc55bdf9279,ESCO,SKL_d79aef906014,ROME,skos:relatedMatch,0.5516,embed:0.55,auto,,cyber security <> Expert en cybersécurité et sécurité informatique
SKL_65a88136df69,ESCO,SKL_d79aef906014,ROME,skos:relatedMatch,0.5505,embed:0.55,auto,,identify ICT system weaknesses <> Expert en cybersécurité et sécurité informatique
SKL_b5cbafabb60c,ESCO,SKL_d79aef906014,ROME,skos:relatedMatch,0.5502,embed:0.55,auto,,establish an ICT security prevention plan <> Expert en cybersécurité et sécurité informatique
SKL_7b530497dcc8,ESCO,SKL_b091dd4b4e14,ROME,skos:relatedMatch,0.579,embed:0.58,auto,,set up cybersecurity training programmes <> Expert en développement de solutions de cybersécurité
SKL_79d7ba26c340,ESCO,SKL_b091dd4b4e14,ROME,skos:relatedMatch,0.5365,embed:0.54,auto,,protect ICT devices <> Expert en développement de solutions de cybersécurité
SKL_ae7e75a47fef,ESCO,SKL_b091dd4b4e14,ROME,skos:relatedMatch,0.5361,embed:0.54,auto,,implement ICT risk management <> Expert en développement de solutions de cybersécurité
SKL_54a4b95de040,ESCO,SKL_b091dd4b4e14,ROME,skos:relatedMatch,0.5357,embed:0.54,auto,,advise on strengthening security <> Expert en développement de solutions de cybersécurité
SKL_b5cbafabb60c,ESCO,SKL_b091dd4b4e14,ROME,skos:relatedMatch,0.5355,embed:0.54,auto,,establish an ICT security prevention plan <> Expert en développement de solutions de cybersécurité
SKL_79d7ba26c340,ESCO,SKL_237a3ae2f5c1,ROME,skos:relatedMatch,0.547,embed:0.55,auto,,protect ICT devices <> Expert en sécurité digitale
SKL_337ea3ff9625,ESCO,SKL_237a3ae2f5c1,ROME,skos:relatedMatch,0.5283,embed:0.53,auto,,apply digital security measures <> Expert en sécurité digitale
SKL_e99fc85ebe7c,ESCO,SKL_237a3ae2f5c1,ROME,skos:relatedMatch,0.5242,embed:0.52,auto,,use software for data preservation <> Expert en sécurité digitale
SKL_b5cbafabb60c,ESCO,SKL_237a3ae2f5c1,ROME,skos:relatedMatch,0.5144,embed:0.51,auto,,establish an ICT security prevention plan <> Expert en sécurité digitale
SKL_ae7e75a47fef,ESCO,SKL_237a3ae2f5c1,ROME,skos:relatedMatch,0.5077,embed:0.51,auto,,implement ICT risk management <> Expert en sécurité digitale
SKL_60f6941f13cf,ESCO,SKL_d04077f15eea,ROME,skos:relatedMatch,0.6486,embed:0.65,auto,,manage project changes <> Superviser un secteur/projet de maintenance
SKL_3f8f40bf38e2,ESCO,SKL_d04077f15eea,ROME,skos:relatedMatch,0.6367,embed:0.64,auto,,manage engineering project <> Superviser un secteur/projet de maintenance
SKL_183d0216b1ec,ESCO,SKL_d04077f15eea,ROME,skos:relatedMatch,0.6052,embed:0.61,auto,,oversee aircraft sensor and recording systems <> Superviser un secteur/projet de maintenance
SKL_429ccd72e443,ESCO,SKL_d04077f15eea,ROME,skos:relatedMatch,0.5998,embed:0.60,auto,,manage tender processes <> Superviser un secteur/projet de maintenance
SKL_e0114735e48c,ESCO,SKL_d04077f15eea,ROME,skos:relatedMatch,0.5992,embed:0.60,auto,,maintain control systems for automated equipment <> Superviser un secteur/projet de maintenance
SKL_3ea0e58ddba3,ESCO,SKL_84d9b4e36d03,ROME,skos:relatedMatch,0.6216,embed:0.62,auto,,use communication equipment <> Mettre en oeuvre des actions de communication
SKL_c9f64b378429,ESCO,SKL_84d9b4e36d03,ROME,skos:relatedMatch,0.6126,embed:0.61,auto,,install electronic communication equipment <> Mettre en oeuvre des actions de communication
SKL_809148c72d37,ESCO,SKL_94799fd62152,ROME,skos:relatedMatch,0.6187,embed:0.62,auto,,coach staff for running the performance <> Favoriser et mesurer la performance d'une équipe
SKL_ea666a1315e9,ESCO,SKL_94799fd62152,ROME,skos:relatedMatch,0.6091,embed:0.61,auto,,lead a team <> Favoriser et mesurer la performance d'une équipe
SKL_acefb6869f54,ESCO,SKL_94799fd62152,ROME,skos:relatedMatch,0.5961,embed:0.60,auto,,motivate others <> Favoriser et mesurer la performance d'une équipe
SKL_ebb4510ed841,ESCO,SKL_94799fd62152,ROME,skos:relatedMatch,0.5915,embed:0.59,auto,,manage a team <> Favoriser et mesurer la performance d'une équipe
SKL_7942392b4802,ESCO,SKL_74028d8ef399,ROME,skos:relatedMatch,0.6602,embed:0.66,auto,,use repair manuals <> Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage
SKL_9ec10cbe6c66,ESCO,SKL_74028d8ef399,ROME,skos:relatedMatch,0.6342,embed:0.63,auto,,perform minor repairs to equipment <> Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage
SKL_ebb4510ed841,ESCO,SKL_74028d8ef399,ROME,skos:relatedMatch,0.621,embed:0.62,auto,,manage a team <> Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage
SKL_3f8f40bf38e2,ESCO,SKL_74028d8ef399,ROME,skos:relatedMatch,0.6096,embed:0.61,auto,,manage engineering project <> Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage
SKL_99fe55e00127,ESCO,SKL_74028d8ef399,ROME,skos:relatedMatch,0.6081,embed:0.61,auto,,identify problems <> Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage
SKL_a9effbb722ab,ESCO,SKL_8cdb9d61cb2c,ROME,skos:relatedMatch,0.5974,embed:0.60,auto,,align software with system architectures <> Maîtriser les échanges entre différents logiciels métiers
SKL_086bb3f16e79,ESCO,SKL_8cdb9d61cb2c,ROME,skos:relatedMatch,0.5915,embed:0.59,auto,,configure media integration systems <> Maîtriser les échanges entre différents logiciels métiers
SKL_739c039c3749,ESCO,SKL_8cdb9d61cb2c,ROME,skos:relatedMatch,0.5905,embed:0.59,auto,,manage software releases <> Maîtriser les échanges entre différents logiciels métiers
SKL_a0910b4e42c4,ESCO,SKL_8cdb9d61cb2c,ROME,skos:relatedMatch,0.5853,embed:0.59,auto,,manage standards for data exchange <> Maîtriser les échanges entre différents logiciels métiers
SKL_1c2989f1ddbd,ESCO,SKL_abe9b30fb3d0,ROME,skos:relatedMatch,0.6603,embed:0.66,auto,,plan ICT capacity <> Etablir un plan de prévention des risques informatiques et un plan de continuité d'activité (PCA) (ou plan de maintien en conditions opérationnelles du S.I.)
SKL_8e2350e55802,ESCO,SKL_7dc98091015d,ROME,skos:relatedMatch,0.652,embed:0.65,auto,,identify ICT security risks <> Evaluer les risques liés à l'implémentation de nouvelles technologies
SKL_ae7e75a47fef,ESCO,SKL_7dc98091015d,ROME,skos:relatedMatch,0.6368,embed:0.64,auto,,implement ICT risk management <> Evaluer les risques liés à l'implémentation de nouvelles technologies
SKL_ab0615922027,ESCO,SKL_7dc98091015d,ROME,skos:relatedMatch,0.6059,embed:0.61,auto,,ICT network security risks <> Evaluer les risques liés à l'implémentation de nouvelles technologies
SKL_2f6bd9df1a40,ESCO,SKL_7dc98091015d,ROME,skos:relatedMatch,0.6011,embed:0.60,auto,,product usage risks analysis <> Evaluer les risques liés à l'implémentation de nouvelles technologies
SKL_90600813ac52,ESCO,SKL_7dc98091015d,ROME,skos:relatedMatch,0.6007,embed:0.60,auto,,evaluate cost of software products <> Evaluer les risques liés à l'implémentation de nouvelles technologies
SKL_109edeaf36eb,ESCO,SKL_c70c7efb028f,ROME,skos:relatedMatch,0.6037,embed:0.60,auto,,protect personal data and privacy <> Sensibiliser aux enjeux de la protection des données
SKL_337ea3ff9625,ESCO,SKL_c70c7efb028f,ROME,skos:relatedMatch,0.5813,embed:0.58,auto,,apply digital security measures <> Sensibiliser aux enjeux de la protection des données
SKL_e99fc85ebe7c,ESCO,SKL_c70c7efb028f,ROME,skos:relatedMatch,0.5784,embed:0.58,auto,,use software for data preservation <> Sensibiliser aux enjeux de la protection des données
SKL_89abbdc9344e,ESCO,SKL_c70c7efb028f,ROME,skos:relatedMatch,0.5745,embed:0.57,auto,,maintain database security <> Sensibiliser aux enjeux de la protection des données
